COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,QR_PRO,SEL,SEL_IHE,UNIV_PROG
SB11201210051419,F,Complete Secundary,Complete professional education,Operator,Technical or professional level employee,Stratum 2,Level 2,Four,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,61,97,2,2,UNIVERSIDAD DEL VALLE-CALI_INDUSTRIAL ENGINEERING
SB11201210053261,M,Incomplete Professional Education,Incomplete Professional Education,Entrepreneur ,Home,Stratum 6,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,71,98,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201210053277,F,Complete professional education,Complete professional education,Small entrepreneur ,Home,Stratum 3,It is not classified by the SISBEN,Eight,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,72,96,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_CIVIL ENGINEERING
SB11201210053329,M,Postgraduate education,Postgraduate education,Executive,Technical or professional level employee,Stratum 5,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,80,96,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201210053371,M,Complete professional education,Complete professional education,Entrepreneur ,Independent,Stratum 6,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,73,99,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201210053386,M,Complete Secundary,Complete Secundary,Small entrepreneur ,Home,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,63,88,1,2,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA_MECHANICAL ENGINEERING
SB11201210053432,M,Complete technique or technology,Complete professional education,Independent,Independent professional,Stratum 5,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,72,100,2,2,"CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA_CIVIL ENGINEERING"
SB11201210053437,M,Postgraduate education,Postgraduate education,Executive,Executive,Stratum 4,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,62,78,4,2,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA_ELECTRIC ENGINEERING AND TELECOMMUNICATIONS
SB11201210053537,M,Complete professional education,Complete professional education,Entrepreneur ,Independent,Stratum 6,It is not classified by the SISBEN,Four,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,72,92,2,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201210053568,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 5,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,56,67,3,2,"CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA_CIVIL ENGINEERING"
SB11201210053574,M,Postgraduate education,Postgraduate education,Entrepreneur ,Independent professional,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,51,89,4,2,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201210053786,F,Complete professional education,Complete professional education,Independent professional,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,51,46,3,2,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA_MECHANICAL ENGINEERING
SB11201210053799,F,Complete professional education,Complete professional education,Executive,Small entrepreneur ,Stratum 6,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,74,100,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._ELECTRIC ENGINEERING
SB11201210053825,F,Complete Secundary,Incomplete primary ,Independent,Other occupation,Stratum 1,It is not classified by the SISBEN,Four,No,No,No,Yes,No,No,No,Yes,Yes,No,less than 1 LMMW,No,PRIVATE,ACADEMIC,55,12,2,2,"CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA_INDUSTRIAL ENGINEERING"
SB11201210053890,M,Complete professional education,Complete professional education,Executive,Executive,Stratum 6,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,67,98,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_ELECTRIC ENGINEERING
SB11201210053912,M,Incomplete Professional Education,Complete professional education,Independent,Independent professional,Stratum 6,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,72,72,4,2,"CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA_INDUSTRIAL ENGINEERING"
SB11201210054706,M,Postgraduate education,Postgraduate education,Retired,Executive,Stratum 6,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,74,83,4,4,UNIVERSIDAD EAFIT--MEDELLIN_MECHANICAL ENGINEERING
SB11201210054712,M,Postgraduate education,Postgraduate education,Executive,Operator,Stratum 4,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,10 or more LMMW,No,PRIVATE,ACADEMIC,74,67,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210054864,M,Complete Secundary,Complete Secundary,Operator,Operator,Stratum 3,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,"Yes, 20 hours or more per week",PRIVATE,ACADEMIC,54,97,2,2,UNIVERSIDAD COOPERATIVA DE COLOMBIA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210054887,F,Complete professional education,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,53,100,2,3,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C._CIVIL ENGINEERING"
SB11201210055143,F,Incomplete primary ,Complete primary ,Operator,Operator,Stratum 2,Level 1,Two,No,No,No,No,No,Yes,Yes,No,No,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,46,35,1,2,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210055580,M,Complete primary ,Complete Secundary,Entrepreneur ,Small entrepreneur ,Stratum 2,Level 2,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, 20 hours or more per week",PRIVATE,ACADEMIC,54,61,2,2,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210056012,F,Incomplete Professional Education,Complete Secundary,Retired,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Two,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,80,100,3,2,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201210056040,F,Complete professional education,Complete professional education,Entrepreneur ,Independent,Stratum 6,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,74,84,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210056461,M,Complete technique or technology,Postgraduate education,Independent,Executive,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,63,82,2,4,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C._CHEMICAL ENGINEERING
SB11201210056474,M,Complete professional education,Complete professional education,Executive,Executive,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,61,92,4,4,UNIVERSIDAD SERGIO ARBOLEDA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210056571,M,Postgraduate education,Complete professional education,Executive,Executive,Stratum 5,It is not classified by the SISBEN,Three,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,63,93,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._MECHANICAL ENGINEERING
SB11201210056780,M,Complete professional education,Complete professional education,Entrepreneur ,Home,Stratum 5,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,67,47,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201210057000,M,Complete professional education,Complete professional education,Independent,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,83,100,2,4,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C._CHEMICAL ENGINEERING
SB11201210057063,M,Postgraduate education,Complete professional education,Executive,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,67,90,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210057105,M,Postgraduate education,Postgraduate education,Operator,Operator,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,77,95,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._MECHANICAL ENGINEERING
SB11201210057316,F,Postgraduate education,Postgraduate education,Entrepreneur ,Independent professional,Stratum 6,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,71,91,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210057738,F,Postgraduate education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Three,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,62,59,4,2,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210057801,F,Complete professional education,Complete professional education,Independent professional,Independent,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,83,91,4,2,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C._ELECTRONIC ENGINEERING
SB11201210057900,M,Postgraduate education,Postgraduate education,Executive,Technical or professional level employee,Stratum 5,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,67,99,3,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._MECHANICAL ENGINEERING
SB11201210057946,M,Complete technique or technology,Complete technique or technology,Entrepreneur ,Entrepreneur ,Stratum 3,It is not classified by the SISBEN,Two,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,"Yes, less than 20 hours per week",PRIVATE,ACADEMIC,74,95,4,2,FUNDACION UNIVERSITARIA LOS LIBERTADORES-BOGOTÁ D.C._AERONAUTICAL ENGINEERING
SB11201210058206,F,Complete technique or technology,Complete technique or technology,Technical or professional level employee,Independent,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,65,99,4,4,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C._MECHANICAL ENGINEERING
SB11201210058706,M,Not sure,Complete professional education,Other occupation,Small entrepreneur ,Stratum 5,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,83,98,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201210058734,M,Complete professional education,Complete professional education,Small entrepreneur ,Executive,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,77,83,4,2,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201210058839,M,Postgraduate education,Postgraduate education,Small entrepreneur ,Home,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,67,98,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._CHEMICAL ENGINEERING
SB11201210058850,M,Not sure,Not sure,Other occupation,Other occupation,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, less than 20 hours per week",PRIVATE,ACADEMIC,39,18,2,2,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210058879,M,Complete professional education,Complete professional education,Other occupation,Other occupation,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,"Yes, less than 20 hours per week",PRIVATE,ACADEMIC,54,78,4,2,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201210058989,M,Complete Secundary,Incomplete Secundary,Operator,Home,Stratum 3,Level 2,Six,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,58,81,2,2,CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO-BOGOTÁ D.C._MECHATRONICS ENGINEERING
SB11201210059017,M,Complete professional education,Complete professional education,Executive,Executive,Stratum 6,It is not classified by the SISBEN,Three,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,69,93,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._ELECTRONIC ENGINEERING
SB11201210059108,M,Complete professional education,Complete technique or technology,Retired,Small entrepreneur ,Stratum 6,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,80,98,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210059903,M,Complete Secundary,Complete Secundary,Independent,Independent,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, less than 20 hours per week",PRIVATE,ACADEMIC,48,51,3,2,UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210060051,M,Complete professional education,Complete professional education,Entrepreneur ,Entrepreneur ,Stratum 6,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,67,88,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201210060069,M,Complete professional education,Complete professional education,Retired,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,83,100,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210071393,M,Complete professional education,Complete professional education,Executive,Executive,Stratum 6,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,80,84,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210071483,F,Complete professional education,Complete professional education,Executive,Independent professional,Stratum 5,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,60,87,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210071503,M,Postgraduate education,Complete professional education,Executive,Technical or professional level employee,Stratum 6,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,65,75,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201210071542,M,Postgraduate education,Complete professional education,Independent professional,Independent,Stratum 5,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,72,100,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210077469,M,Complete Secundary,Complete Secundary,Independent,Independent,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,80,87,3,2,UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES_INDUSTRIAL ENGINEERING
SB11201210081023,F,Postgraduate education,Postgraduate education,Independent professional,Executive,Stratum 3,It is not classified by the SISBEN,Two,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,74,100,4,2,UNIVERSIDAD DEL VALLE-CALI_CIVIL ENGINEERING
SB11201210081048,F,Not sure,Not sure,0,Home,Stratum 3,It is not classified by the SISBEN,Three,No,No,No,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,0,PRIVATE,ACADEMIC,80,98,2,1,UNIVERSIDAD DEL CAUCA-POPAYAN_INDUSTRIAL AUTOMATIC ENGINEERING
SB11201210081170,M,Complete technique or technology,Complete professional education,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,78,77,2,2,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN_ELECTRONIC ENGINEERING
SB11201210082710,F,Complete Secundary,Complete Secundary,Operator,Auxiliary or Administrative,Stratum 2,Level 1,Six,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PRIVATE,TECHNICAL,62,75,2,2,UNIVERSIDAD DE IBAGUE-IBAGUE_INDUSTRIAL ENGINEERING
SB11201210085748,M,Complete professional education,Complete professional education,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,46,62,4,3,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C._CIVIL ENGINEERING"
SB11201210085752,M,Postgraduate education,Postgraduate education,Technical or professional level employee,Independent professional,Stratum 2,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,83,100,4,2,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201210085778,M,Complete professional education,Complete professional education,Entrepreneur ,Home,Stratum 2,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,63,59,4,4,UNIVERSIDAD DE LA SABANA-CHIA_INDUSTRIAL ENGINEERING
SB11201210085786,M,Complete technique or technology,Complete technique or technology,Independent professional,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,65,100,4,4,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C._ELECTRONIC ENGINEERING"
SB11201210085819,M,Complete Secundary,Complete Secundary,Independent,Independent,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,60,71,2,4,UNIVERSIDAD SERGIO ARBOLEDA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210085842,M,Incomplete Professional Education,Complete Secundary,Executive,Executive,Stratum 4,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,72,75,4,4,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C._ELECTRONIC ENGINEERING"
SB11201210085909,F,Complete professional education,Complete professional education,Entrepreneur ,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,65,69,4,4,UNIVERSIDAD DE LA SABANA-CHIA_CHEMICAL ENGINEERING
SB11201210085995,M,Postgraduate education,Complete professional education,Entrepreneur ,Independent professional,Stratum 2,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,69,99,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210086016,M,Complete professional education,Complete professional education,Independent,Home,Stratum 2,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,69,99,4,4,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C._MECHANICAL ENGINEERING"
SB11201210086380,F,Postgraduate education,Postgraduate education,Other occupation,Other occupation,Stratum 3,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,63,80,4,2,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201210087411,M,Complete Secundary,Incomplete Secundary,Operator,Entrepreneur ,Stratum 1,Level 2,Seven,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,50,28,1,2,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
